order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer
ORD163025,ID4460254048,05-09-2019,Thompson,"[('iStream', 2), ('Thunder line', 1), ('Lucent 330S', 1), ('Universe Note', 1)]",7160.0,103.52,-37.8030878,144.9495381,5,6905.52,Spring,True,1.0889,dual sim works fine. much better than android or pear unfortunately win 10 is a substandard version from previous win 8. os fails to operate as cleanly as the win 8. still a good phone. it is a shame windows failed on the phone market. .,True
ORD261314,ID0055905953,30-08-2019,Thompson,"[('Universe Note', 1), ('Alcon 10', 1)]",12400.0,78.35,-37.8206475,144.9539668,0,12478.35,Winter,True,1.0751,nice product looks good. i like it,True
ORD322729,ID4520380532,11-12-2019,Thompson,"[('pearTV', 1), ('Olivia x460', 2), ('iAssist Line', 1)]",10985.0,79.08,-37.8157078,144.9582309,15,9416.33,Summer,True,1.0381,do not buy from seller run! this guy is a liar and a thief. he has a lease on the phone and can't be used by anyone. do not buy from him no matter what.,False
ORD352687,ID1327054071,28-05-2019,Nickolson,"[('pearTV', 1), ('Olivia x460', 1), ('Thunder line', 1), ('Alcon 10', 2)]",27615.0,78.9,-37.8133091,144.964859,5,26313.15,Autumn,True,0.7187,"best phone i've ever owned! i love love love my phone, it's big and bad-*ss!",True
ORD067675,ID0591351078,01-05-2019,Thompson,"[('Toshika 750', 2), ('Thunder line', 2), ('iAssist Line', 1), ('Alcon 10', 2)]",33125.0,75.9356422406454,-37.8209534,144.9559794,15,28222.26,Autumn,False,1.2098,working great. purchased for a friend. working great.,True
ORD167953,ID0305106874,10-07-2019,Thompson,"[('Candle Inferno', 2), ('Olivia x460', 2), ('iAssist Line', 2)]",7760.0,73.14,-37.8091594,144.9440703,0,7833.14,Winter,True,0.4717,connect to the world kids love them,True
ORD216537,ID6167344524,13-10-2019,Nickolson,"[('Universe Note', 2), ('iAssist Line', 2)]",11350.0,75.82,-37.8135037,144.968585,10,10290.82,Spring,False,0.5731,"its unlocked thats good for me good so far ,charger looks a bit beaten up ....a nice cheap head phones with it wouldve been nice",True
ORD190156,ID0260907240,26-08-2019,Bakers,"[('pearTV', 2), ('Lucent 330S', 1), ('iStream', 1), ('Alcon 10', 2)]",31900.0,84.91,-37.8218698,145.0103197,15,27199.91,Winter,True,1.8728,great phone. it has a radio app that i have not seen in a smartphone.,True
ORD402696,ID6167285768,05-01-2019,Thompson,"[('Toshika 750', 1), ('Candle Inferno', 2), ('Alcon 10', 2), ('Lucent 330S', 2)]",25540.0,98.1,-37.8106377,144.9598277,5,24361.1,Summer,True,1.1447,five stars very nice,True
ORD415500,ID0585436522,04-11-2019,Bakers,"[('Candle Inferno', 1), ('Toshika 750', 1), ('Thunder line', 1), ('Lucent 330S', 1)]",8160.0,63.41,-37.8050264,144.98368,5,7815.41,Spring,False,1.1568,"worst phone i ever owned. over the course of two years owning this phone, i have noticed that the battery life has significantly decreased, the phone overheats to simple tasks, and within the first week of me owning the phone the screen looked like it had been scratched with sandpaper (i never dropped it once).",False
ORD427216,ID0282854648,05-02-2019,Thompson,"[('Universe Note', 2), ('Alcon 10', 1)]",15850.0,88.51,-37.7996265,145.0188339,0,15938.51,Summer,False,2.3752,amazing i love this phone the best i've had,True
ORD357185,ID0053132201,02-05-2019,Thompson,"[('Thunder line', 1), ('Lucent 330S', 1)]",3410.0,82.86,-37.799913,144.9515033,10,3151.86,Autumn,True,1.473,five stars happy with my purchase,True
ORD013768,ID1899262795,26-04-2019,Thompson,"[('Alcon 10', 1), ('Candle Inferno', 2)]",9810.0,70.28,-37.8032916,144.9630242,0,9880.28,Autumn,False,1.7492,five stars very good,True
ORD420460,ID0777765347,03-05-2019,Thompson,"[('Lucent 330S', 1), ('Olivia x460', 1), ('pearTV', 2)]",15075.0,65.59,-37.8080828,144.9579656,25,11371.84,Autumn,False,1.086,perfecto el tlf llegó en excelente condiciones. como lo he comprado,True
ORD227721,ID0594765043,17-08-2019,Nickolson,"[('Alcon 10', 1), ('Candle Inferno', 1)]",9380.0,64.75,-37.8130455,144.9659299,0,9444.75,Winter,False,0.695,the best note yet superb,True
ORD474046,ID0591354259,08-03-2019,Nickolson,"[('Thunder line', 1), ('iStream', 2), ('Candle Inferno', 2), ('Olivia x460', 1)]",4565.0,66.72,-37.8228682,144.9553282,5,4403.47,Autumn,False,1.3381,works okays it’s okay if you’re not picky.,True
ORD054560,ID3810637318,28-07-2019,Thompson,"[('Lucent 330S', 1), ('Alcon 10', 2), ('pearTV', 1), ('Universe Note', 2)]",32340.0,75.09188292895124,-37.8206738,144.941736,0,32406.59,Winter,False,1.0065,love my phone! i love my phone. my daughter has one too! i know she loves hers too. we have had no major problems. good price and works great.,True
ORD397251,ID0767737566,24-01-2019,Thompson,"[('pearTV', 2), ('Toshika 750', 2)]",21260.0,78.39966617288337,-37.8038253,144.9562081,10,19216.38,Summer,True,1.2713,phone works except i can't call anyone cause they can't ... phone works except i can't call anyone cause they can't hear me and i can barley hear them everything else works,False
ORD403232,ID2948774567,12-01-2019,Nickolson,"[('pearTV', 1), ('Lucent 330S', 1), ('Toshika 750', 1)]",11860.0,77.6,-37.8083448,144.9715553,25,8972.6,Summer,False,1.1546,recommend extra storage but works amazing and great camera and ... old phone lots of updates to install. recommend extra storage but works amazing and great camera and cheaper so that's all i care about..,True
ORD181076,ID0581790652,23-08-2019,Thompson,"[('Thunder line', 2), ('Universe Note', 1), ('Lucent 330S', 1)]",9040.0,87.89,-37.8037739,144.9188476,5,8675.89,Winter,True,2.6724,great phone i love it,True
ORD435451,ID4315827383,04-05-2019,Bakers,"[('Toshika 750', 1), ('pearTV', 2), ('Thunder line', 1)]",19120.0,69.93,-37.8250001,144.9980597,10,17277.93,Autumn,False,1.6886,"great price.  i love my thunder line,",True
ORD073601,ID3215106484,11-04-2019,Thompson,"[('Thunder line', 2), ('Toshika 750', 2), ('iAssist Line', 1)]",15225.0,77.87,-37.8085732,144.9506601,0,15302.87,Autumn,True,0.555,best phone ever best phone ever,True
ORD366010,ID5797734218,30-05-2019,Thompson,"[('iAssist Line', 2), ('Alcon 10', 2), ('Olivia x460', 2), ('pearTV', 1)]",31110.0,64.63,-37.8036135,144.9484611,0,31174.63,Autumn,True,1.0159,one star doesn't work as expected or said to work,False
ORD027006,ID0710035335,02-12-2019,Thompson,"[('Toshika 750', 1), ('Thunder line', 1), ('Universe Note', 2)]",13400.0,78.69,-37.8148368,144.9376909,10,12138.69,Summer,True,0.8592,do not buy from this seller. i should be able to give zero stars. this is a scam. the phone i got is faulty and the charger never worked. i have to spend money to get it fixed and i have to buy a charger. i am reluctant to spend money to get it fixed because it might still not work. i am stuck with a useless piece of crap.,False
ORD235862,ID0457365654,24-11-2019,Nickolson,"[('iStream', 1), ('Toshika 750', 1)]",4470.0,96.58,-37.8200266,144.9706807,10,4119.58,Spring,True,0.1878,must buy another one asap a50 the best mid-range phone out period. camera 10/10 gsm unlocked✔️ battery 10/10,True
ORD101113,ID0628177517,18-04-2019,Thompson,"[('Olivia x460', 2), ('Thunder line', 2), ('Lucent 330S', 1), ('Alcon 10', 1)]",16990.0,61.92,-37.8120017,144.9478347,5,16202.42,Autumn,False,0.1006,five stars great,True
ORD102723,ID5058108327,18-05-2019,Nickolson,"[('Alcon 10', 1), ('Lucent 330S', 1), ('Universe Note', 1)]",13630.0,62.79,-37.8222105,144.9679533,5,13011.29,Autumn,False,0.4263,best phone i have ever owned. great screen for viewing very easy to use large keyboard user friendly menus easy to find features and lots of help menus with blazing speed.,True
ORD292477,ID2457712045,11-12-2019,Thompson,"[('Thunder line', 1), ('Toshika 750', 2), ('Universe Note', 1), ('pearTV', 1)]",20580.0,82.06,-37.8043195,144.9780489,10,18604.06,Summer,False,1.0944315565031981,"most of the candles i have purchased have been gifts, but this one was for me. it is just what i expected from the reviews. great tablet for the money.",True
ORD183700,ID2776396932,20-06-2019,Nickolson,"[('iStream', 1), ('Candle Inferno', 1), ('Thunder line', 1), ('Olivia x460', 2)]",5210.0,65.07,-37.8128617,144.964225,25,3972.57,Winter,False,0.7916,"excellent value for money, great performance so far value for money, performance is good, battery life is good, screen is v good, layout and ease of use ch. overall well worth considering if looking for a budget phone.",True
ORD004065,ID6167359491,30-03-2019,Thompson,"[('Toshika 750', 1), ('Universe Note', 1), ('iAssist Line', 1)]",9995.0,66.63,-37.8124701,144.9733891,5,9561.88,Autumn,False,1.0944315565031981,don't drop cell in water! my wife's 5th phone! cheap and functional...all that is required!,True
ORD010840,ID0634783577,26-06-2019,Thompson,"[('Alcon 10', 2), ('iAssist Line', 2), ('Toshika 750', 2)]",30990.0,76.58017649516842,-37.812257,144.9366091,0,31066.28,Winter,True,0.921,"other than that so far it works great.: ) bought mine brand new and it works as it should, not the persons fault but the battery does die faster than the knock off brands and it gets a bit warmer than my liking. other than that so far it works great. :)",True
ORD244830,ID5587440978,23-03-2019,Nickolson,"[('iAssist Line', 2), ('Thunder line', 2), ('iStream', 1), ('Olivia x460', 1)]",10185.0,77.33,-37.8239385,144.9696871,15,8734.58,Autumn,True,0.5949,bought this for our granddaughter. she absolutely loves it! easy for her to learn how to operate.,True
ORD192581,ID2207661056,10-01-2019,Thompson,"[('Alcon 10', 1), ('Thunder line', 2)]",13310.0,81.59,-37.8012946,144.9457873,25,10064.09,Summer,True,1.2716,"gps is broken the gps doesn't work. i did have the gps set to high accuracy, there is defect with g4 phones where the gps antenna is broken.",False
ORD032509,ID0702373552,15-06-2019,Thompson,"[('iAssist Line', 2), ('Lucent 330S', 2), ('Thunder line', 1), ('Olivia x460', 1)]",10315.0,77.33,-37.8066374,144.941672,0,10392.33,Winter,True,0.8226,the best phone i have ever had the best phone i have ever had. i bought this phone almost 6 months ago and it runs still so fast.,True
ORD173649,ID0767583992,05-05-2019,Nickolson,"[('Thunder line', 1), ('iStream', 1), ('Olivia x460', 1)]",3555.0,66.77,-37.807883,144.9713752,25,2733.02,Autumn,False,1.2032,merry christmas it wasn't the one i wanted sorry for the inconvenience,True
ORD316857,ID0638049332,30-07-2019,Thompson,"[('pearTV', 1), ('Thunder line', 2), ('Toshika 750', 1), ('iAssist Line', 1)]",17215.0,58.58,-37.8186702,144.9664974,25,12969.83,Winter,True,1.0944315565031981,"not as good as expected thought this phone would be much faster, but its no faster than my old phone. the picture quality is ok. just disappointed over all. plus the seller sent me the wrong charger, so i had to go out and purchase one. not a satisfied customer!",False
ORD003123,ID0844472458,14-01-2019,Thompson,"[('pearTV', 2), ('Olivia x460', 2)]",15070.0,74.47,-37.8217183,144.9474967,25,11376.97,Summer,False,1.0076,bought this for my mother for mothers day of 2014 my mother said that she loves walkie talkie phones so what i did was i bought this for my mother denise avellan for mothers day of 2014 and my mother loves it. what a great direct connect connection!!!!!!,True
ORD245850,ID1053540500,19-05-2019,Bakers,"[('Alcon 10', 2), ('Lucent 330S', 1)]",19130.0,67.73,-37.8037698,145.0107711,5,18241.23,Autumn,True,1.5324,phone will not read a sim card. this phone does not work... the sim card reader is not functional.,False
ORD425373,ID3293340286,09-05-2019,Thompson,"[('Candle Inferno', 2), ('Thunder line', 2), ('Olivia x460', 2)]",7670.0,66.69,-37.8238359,144.9814255,5,7353.19,Autumn,False,1.0944315565031981,bangin really like this phone. i feel like i have gotten a great bang for my bucks,True
ORD058846,ID0778814205,06-11-2019,Thompson,"[('Thunder line', 2), ('Candle Inferno', 1)]",4790.0,82.38,-37.7995307,144.9556883,5,4632.88,Spring,False,1.6477,five stars beautiful loved it.,True
ORD185927,ID0560989611,17-09-2019,Thompson,"[('iAssist Line', 1), ('Candle Inferno', 1)]",2655.0,100.45,-37.8210346,144.9474081,25,2091.7,Spring,True,0.9312,value for your money bought two a these phones and the camera is awesome and the phone runs smoothly and battery life is great. i would definitely recommend buying.,True
ORD305278,ID3529934922,23-09-2019,Thompson,"[('iStream', 1), ('Lucent 330S', 2), ('iAssist Line', 2), ('Olivia x460', 2)]",9510.0,99.9,-37.8100391,144.9047525,0,9609.9,Spring,False,1.0944315565031981,four stars works great.,True
ORD463795,ID0844462096,15-11-2019,Thompson,"[('Thunder line', 2), ('Alcon 10', 2)]",22260.0,62.55,-37.8209811,144.9473457,0,22322.55,Spring,False,0.9251,"didn't seem to work well. this phone kept shutting off on me. i did buy a used to like new... it is pretty, but doesn't seem to be high quality with the way it works. my internet and service would drop out while i used this phone and stopped doing it when i got a new one.",False
ORD353976,ID0767644348,26-03-2019,Nickolson,"[('Candle Inferno', 1), ('Toshika 750', 2), ('Lucent 330S', 2), ('iAssist Line', 2)]",15980.0,80.58,-37.8079071,144.973469,5,15261.58,Autumn,True,1.2386,yes please this is the best device i have ever owned and i'm going back to 2009. the screen size and quality is perfect. i added a photo i took from my note 5. this phone feels great in the hand. there really isn't much i can't do with this device.,True
ORD051464,ID0144699879,28-09-2019,Nickolson,"[('Toshika 750', 1), ('iAssist Line', 1), ('Universe Note', 1), ('Thunder line', 1)]",12175.0,75.06096759536376,-37.8191764,144.9578327,0,12276.51,Spring,True,1.0325,very nice upgrade! love the speed to watch movies and to play games!,True
ORD230798,ID1728560667,17-04-2019,Thompson,"[('Universe Note', 1), ('Toshika 750', 1), ('Candle Inferno', 2)]",8630.0,81.22,-37.8214965,144.9357349,25,6553.72,Autumn,True,1.3993,"excelente hasta ahora no me he quejado, ha valido la pena, muy buen celular a un cómodo precio.",True
ORD259440,ID1560149576,08-03-2019,Thompson,"[('Candle Inferno', 1), ('Alcon 10', 2), ('iAssist Line', 2), ('Thunder line', 1)]",24960.0,64.29,-37.8159777,144.9383006,15,21280.29,Autumn,False,0.8543,"totally pleased with my purchase i am really enjoying this phone. i was considering the s7, but decided on (not ""settled"" for) this phone. totally pleased with my purchase. could not beat the price",True
ORD341190,ID0370243956,17-05-2019,Nickolson,"[('Toshika 750', 1), ('Candle Inferno', 2)]",5180.0,82.81,-37.8008234,144.9673772,10,4744.81,Autumn,True,1.9875,"nice tablet, great price for the product makes a good gift for someone.",True
ORD338949,ID0313278117,19-09-2019,Nickolson,"[('Universe Note', 2), ('Toshika 750', 2), ('iAssist Line', 1), ('Olivia x460', 2)]",20215.0,80.52,-37.8098433,144.9616627,10,18274.02,Spring,False,1.196,does all basic functions of a tablet. hardcore users may want an ipad.,True
ORD395182,ID4716795152,12-03-2019,Thompson,"[('Universe Note', 2), ('iAssist Line', 2)]",11350.0,64.74,-37.81858,144.9533978,25,8577.24,Autumn,False,0.8615,five stars awesome,True
ORD056792,ID3215192006,26-12-2019,Thompson,"[('Candle Inferno', 2), ('Lucent 330S', 1), ('Universe Note', 2)]",8990.0,77.60335542164103,-37.8069909,144.9499263,5,8600.02,Summer,False,0.6806,defective the screen stopped working after barely using.,False
ORD116609,ID0356098880,21-12-2019,Bakers,"[('Olivia x460', 2), ('Candle Inferno', 2)]",3310.0,77.64,-37.8219611,144.9971008,15,2891.14,Summer,False,1.342,"amazing deal! the description said it had minor scuffs/scratches. the phone arrived in perfect condition, looks and works like new. love it. the blue is so pretty!",True
ORD216359,ID0441588021,19-12-2019,Thompson,"[('Candle Inferno', 2), ('Alcon 10', 2), ('Toshika 750', 1), ('Lucent 330S', 1)]",24310.0,94.58,-37.8115492,144.9362069,5,23189.08,Summer,True,0.9634,great for audiobooks we got it for audio books from library and working well. very happy with it.,True
ORD121633,ID2906505250,10-05-2019,Thompson,"[('Olivia x460', 2), ('Candle Inferno', 1)]",2880.0,78.64,-37.8070765,144.950015,25,2238.64,Autumn,True,0.6747,wa as a good buy got it for a friend she's loving it,True
ORD283789,ID0591426700,26-01-2019,Nickolson,"[('Lucent 330S', 2), ('Olivia x460', 2), ('Toshika 750', 2)]",13550.0,72.97,-37.8188115,144.9625514,0,13622.97,Summer,False,0.616,excellent awesome,True
ORD409028,ID0385165916,08-07-2019,Bakers,"[('Lucent 330S', 2), ('Alcon 10', 2)]",12634.89046114916,66.25,-37.800743,144.9844788,25,12224.994804123713,Winter,True,1.3984,battery health not as advertised purchased 2 of these and both are 75% battery health and they specifically said in the description at least 80%. very disappointing to have to immediately go now and buy a replacement battery. these were christmas gifts for two young kids and the batteries are bunk.,False
ORD463866,ID0301544549,23-11-2019,Thompson,"[('Lucent 330S', 1), ('Universe Note', 1)]",4680.0,101.0,-37.8206792,144.9485253,15,4079.0,Spring,True,0.9004,"excellent phone this was purchased as a gift, the recipient absolutely loved it.",True
ORD053354,ID0095562828,23-08-2019,Thompson,"[('Universe Note', 1), ('iStream', 2), ('Thunder line', 2), ('Alcon 10', 1)]",17060.0,83.0,-37.8011957,144.9325838,0,17143.0,Winter,True,1.8043,five stars i am satisfied,True
ORD325786,ID1879216504,30-03-2019,Thompson,"[('Olivia x460', 1), ('Thunder line', 2)]",5585.0,83.54,-37.7996159,144.9636541,5,5389.29,Autumn,True,2.0592,"he loves it this was a gift for my husbands birthday. the first one came without the speaker sound working, friendly, easy & quick exchange and the other one he received was perfect! no problems still almost 2 months later.",True
ORD387067,ID0370241971,19-12-2019,Nickolson,"[('Toshika 750', 1), ('Candle Inferno', 1), ('Lucent 330S', 2), ('Olivia x460', 1)]",8435.0,108.39,-37.7991696,144.9712828,15,7278.14,Summer,True,2.1677,love it! very helpful,True
ORD359662,ID1492169287,27-05-2019,Thompson,"[('Universe Note', 2), ('iStream', 2)]",7200.0,67.86,-37.801065,144.9638394,5,6907.86,Autumn,True,1.9609,garbage worst wi-fi range,False
ORD329631,ID0591398359,01-08-2019,Nickolson,"[('Thunder line', 2), ('Universe Note', 2), ('Olivia x460', 2)]",13710.0,61.73,-37.8216294,144.9614117,25,10344.23,Winter,True,0.7914,"cant activate my provider said that whomever owed this phone first, never paid it off so i can't activate the phone until it's paid off. i'm going to try calling sprint to resolve the problem but this shouldn't have been a problem to begin with",False
ORD282754,ID1679232405,12-02-2019,Bakers,"[('Candle Inferno', 1), ('pearTV', 1), ('Thunder line', 1), ('iAssist Line', 1)]",11145.0,77.32476347176271,-37.8014682,144.9969432,0,11239.75,Summer,True,0.9612,olivia gala y a 10 very good,True
ORD332795,ID4423038318,21-12-2019,Thompson,"[('Thunder line', 2), ('Lucent 330S', 1), ('Universe Note', 1)]",9040.0,94.04,-37.8233293,144.9607916,10,8230.04,Summer,True,1.0944315565031981,"like new el telefono esta like new!!! funcionamiento perfecto, quizas la vida util de la bateria no es la del cel nuevo, pero diria que esta al 85%.... con gran uso de redes sociales me alcanza 12 horas sin recargar",True
ORD329403,ID0579399652,02-09-2019,Nickolson,"[('Lucent 330S', 2), ('Toshika 750', 1)]",13736.805902765598,72.17,-37.8185196,144.9752084,25,12224.994804123713,Spring,False,0.4976,"i really like it, but... i wish they have kept the little led notification light at the top left corner of the phone. now, you can't tell if you have messages without waking your phone up. other than that, everything is fine.",True
ORD081565,ID0282825793,06-08-2019,Thompson,"[('iStream', 2), ('Lucent 330S', 1)]",1530.0,78.41,-37.8016544,144.9497955,0,1608.41,Winter,True,1.2498,price quality best good phone for a good price,True
ORD306489,ID1449285254,14-09-2019,Nickolson,"[('iStream', 2), ('Thunder line', 1), ('Olivia x460', 1)]",3705.0,66.4,-37.8161176,144.9826679,10,3400.9,Spring,False,1.186,it sucks mine came with dead pixels,False
ORD100677,ID4754200359,14-01-2019,Thompson,"[('Alcon 10', 2), ('iStream', 2), ('pearTV', 2)]",30820.0,111.78,-37.8187646,144.9164875,15,26308.78,Summer,True,2.7735,"paid 9.99 - couldn't be happier battery lasts for days, easy texting, buttons a little small but works for me. this is the best deal out there.",True
ORD179663,ID0575396030,18-11-2019,Nickolson,"[('iStream', 2), ('Universe Note', 2)]",7200.0,104.29,-37.820782,144.9824636,25,5504.29,Spring,True,1.1613,note 9 great phone. expensive,True
